title,href,article
"[단독] 크래프톤·한화, 피지컬 AI 합작사 설립",https://n.news.naver.com/mnews/article/011/0004598795?sid=105,"크래프톤 SW 역량·한화 제조 인프라 결합크래프톤, 한화 6700억 사모펀드도 참여



CI크래프톤(259960)과 한화가 ‘피지컬 인공지능(AI)’ 시장 공략을 위해 손을 맞잡는다. 가상현실(VR)·AI·로보틱스 등의 분야에 강점을 지닌 크래프톤과 로봇·우주항공 등 실물 기반 기술을 갖춘 한화에어로스페이스(012450)의 역량을 결합해 피지컬 AI 선도 기업으로 도약하겠다는 구상이다.12일 업계에 따르면 크래프톤과 한화에어로스페이스는 조만간 합작법인(JV) 설립을 위한 업무협약(MOU)을 체결할 예정이다. 미래 핵심 산업으로 떠오른 피지컬 AI를 둘러싸고 글로벌 기술 패권 경쟁이 치열해지는 가운데 양 사의 강점을 융합해 강력한 시너지를 창출하겠다는 복안이다. 특히 독자적인 기술 노선만으로는 글로벌 빅테크 기업들에 맞서기 어렵다는 양 사의 이해관계와 위기의식이 맞아떨어지면서 이번 협력이 성사됐다.이와 함께 크래프톤은 한화그룹이 전사 차원에서 조성하는 대규모 대체투자 펀드에 재무적투자자(FI)로도 나선다. 한화자산운용이 올해 1분기 중 결성하는 6700억 원 규모의 사모펀드에 크래프톤이 출자자로 참여하는 방안을 검토 중이다. 해당 펀드의 자금은 미국을 비롯한 전 세계 AI 및 로봇 기술 스타트업 투자에 쓰일 것으로 전망된다.업계 관계자는 “AI 연구 영역에 특화된 크래프톤의 소프트웨어 역량과 방산을 비롯한 한화에어로스페이스의 탄탄한 제조업 인프라가 만나 피지컬 AI 분야에서 막대한 시너지를 낼 것으로 기대된다”고 말했다."
"[단독] 쿠팡맨·배민라이더, AI 전환에 취약…“대규모 실업 가능성”",https://n.news.naver.com/mnews/article/005/0001837007?sid=101,"IT·디자인 업계는 20대 고용 감소25~29세 소프트웨어 개발자 일자리 급감“AI 전환에 따른 선제적 개입 필요”



‘쿠팡맨’과 ‘배민라이더’ 같은 배달 플랫폼 노동이 인공지능(AI) 확산과 자동화로 인한 경기 침체 시 대규모 실업에 노출될 가능성이 높다는 국책연구기관의 분석이 나왔다. 배송 업무가 단순·반복 작업 비중이 높아 드론·자율주행 등 기술로 대체되기 쉽고, 플랫폼 노동 특성상 고용 안정성이 낮아 기업이 인건비 절감을 위해 가장 먼저 줄일 수 있다는 이유에서다.13일 국민일보가 입수한 산업연구원의 ‘고용영향 사전평가 2025 AI·디지털전환’ 보고서에 따르면 택배기사와 배달 라이더처럼 플랫폼을 통해 배달 서비스를 제공하는 직무는 AI 확산에 따라 향후 고용이 크게 감소할 가능성이 높은 것으로 나타났다. 배송·운송 업무는 절차가 비교적 표준화돼 있고 단순·반복 작업 비중이 높아 드론, 자율주행 로봇 발달 기술이 적용되기 쉬운 분야이기 때문이다.물류 산업 전반의 고용 축소로 이어질 가능성도 높다. 대형 물류 기업은 AI·로봇 자동화 도입으로 신규 채용이 줄어들 수 있고, 대규모 AI 투자가 진행되는 만큼 저숙련 단순 노무 노동자들의 직무 전환 압박이 커질 수 있다. 반면 중소 물류 기업은 디지털 전환에 투자할 여력이 부족해 대기업 대비 경쟁력이 약화하면서 경영 악화와 고용 축소로 이어질 가능성이 높다.



서울 시내 한 쿠팡 물류센터에서 직원이 물품을 옮기는 모습. 이한형 기자보고서는 이 같은 AI 디지털 전환 배경에 기업의 인건비 절감 전략이 있다고 분석했다. 보고서에 따르면 기업들이 디지털 전환 기술을 도입하는 핵심 목적 중 1위는 ‘인력(인건비) 절감’이었다. 자동화 기술이 생산성 향상뿐 아니라 인력 비용을 줄이는 수단으로 활용되면서 기업이 기존 노동을 기술로 대체하려는 유인이 커지고 있다는 설명이다.이미 온라인 쇼핑 확대와 물류 자동화가 빠르게 진행된 운수·창고업은 최근 고용 규모가 감소세로 전환되고 있다. 택배, 퀵서비스 등을 포함하는 소화물 전문 운송업은 생성형 AI가 등장한 2023년 이후 고용이 62% 하락하며 종사자 수 규모가 절반 이하로 크게 축소됐다. 화물차를 이용한 도로화물 운송업 역시 고용이 19% 하락했다. 보고서는 “운수 창고업은 전 업종 가운데 고용 감소 규모가 가장 크게 나타날 가능성이 높다”고 전망했다. IT 업계는 20대 고용 감소 두드러져 기술 변화의 직격탄을 맞은 IT·디자인 업계에서는 20대 청년층의 고용 감소가 전체 일자리 하락을 주도한 것으로 분석됐다. 보고서는 생성형 AI 확산 이후 고용이 감소한 일부 IT 업종과 광고·디자인 업계를 AI에 따른 일자리 대체가 진행 중인 산업군으로 지목했다. 실제 취업 입문기로 분류되는 25~29세 소프트웨어 개발자 일자리는 지난해 8월 기준 약 3년 새 1만개 가까이 감소했다. 반면 다른 연령대는 같은 기간 증가하거나 감소 폭이 크지 않았다.디자인·광고기획 관련 직업군에서도 비슷한 흐름이 나타났다. 전체 고용 감소가 나타난 직종 가운데 20대 연령층의 고용 하락 폭이 가장 두드러지면서 사실상 감소세를 주도한 것으로 분석됐다. 보고서는 “고용 감소 시점도 2023년 중반으로, 30대 고용이 과거와 비슷한 속도로 증가하는 것과 달리 20대 고용은 하락세를 보이고 있다”고 설명했다.보고서는 “AI가 보조적 지식노동을 빠르게 대체하며 신규 채용 수요를 줄이고 있지만 정부 정책은 여전히 인재 양성과 재교육 중심에 머물러 있다”며 “빅테크 기술 독점과 일자리 축소라는 시장 실패에 대응하기 위해 AI 전환에 대한 국가 차원의 선제적 개입이 필요하다”고 지적했다."
"크래프톤·한화, 합작법인 만든다…방산 피지컬 AI 사업화",https://n.news.naver.com/mnews/article/003/0013819667?sid=105,"크래프톤·한화에어로스페이스 JV 설립 위한 업무협약 체결크래프톤, 한화자산운용 펀드에 투자…10억 달러 규모



[서울=뉴시스] 크래프톤, 한화 CI. *재판매 및 DB 금지[서울=뉴시스]이주영 기자 = 크래프톤이 한화에어로스페이스와 손잡고 방위산업 등에서 피지컬 인공지능(AI) 기술 공동 개발 및 사업화를 추진한다고 12일 밝혔다.양사는 이날 피지컬 AI 기술 공동 개발과 합작법인(JV) 설립 등을 위한 업무협약을 체결했다. 이번 협력은 크래프톤의 AI 연구 역량과 소프트웨어 개발 기술에 더해 한화그룹이 보유한 방위산업 및 제조업 분야의 산업 인프라를 결합해 추진된다.크래프톤이 축적해 온 데이터 운영 경험과 가상환경 기반 시뮬레이션 기술은 피지컬 AI의 학습과 검증 과정을 고도화하는 핵심 자원이 된다. 이를 토대로 실제 환경에서 작동하는 피지컬 AI 기술의 완성도를 높이고 현장 적용을 위한 실증을 단계적으로 추진할 계획이다.협약에 따라 양사는 ▲피지컬 AI 핵심 기술 공동 연구개발 ▲실증 및 적용 시나리오 검토 ▲기술 및 운영 체계 구축 등의 과제를 단계적으로 추진한다. JV 설립을 추진해 공동 개발 성과의 현장 적용과 사업화로 신속히 연결하고 중장기 협력 체계를 강화해 나갈 방침이다.크래프톤은 한화자산운용이 조성한 펀드에도 투자자로 참여한다. 해당 펀드는 AI, 로보틱스, 방위산업 분야에 중점 투자하며 목표 결성 규모는 10억 달러(약 1조4800억원)다. 유망 기술 및 기업에 대한 투자를 통해 피지컬 AI 생태계 확장과 기술 경쟁력 강화를 도모한다.펀드를 기반으로 핵심 밸류체인 전반에서 성장 잠재력이 높은 파트너를 발굴하고 공동 개발 및 사업화로 연계해 나갈 예정이다.김창한 크래프톤 대표는 ""크래프톤의 AI 기술력과 소프트웨어 운영 역량을 한화의 현장 기반 역량에 결합해 실제 환경에서 작동하는 기술 개발을 가속화하겠다""며 ""향후 한화와 JV를 설립해 공동 개발 성과를 사업화까지 연결하고 JV를 안두릴과 같은 글로벌 방산 기술 기업으로 성장시키겠다""고 전했다.손재일 한화에어로스페이스 대표는 ""AI 기술이 산업을 넘어 방산 분야에서 활용되는 피지컬 AI로 빠르게 성장하고 있다""며 ""크래프톤과 협력을 통해 피지컬 AI와 미래 방산 분야에서 새로운 기술 패러다임 기준을 만들겠다""고 했다.한편 크래프톤은 AI 원천기술 역량과 게임산업에서 축적한 강점을 기반으로, 중장기 신사업 영역인 피지컬 AI 연구를 지속적으로 추진해오고 있다. 지난해 미국에 로보틱스 연구법인 ‘루도 로보틱스(Ludo Robotics)’를 설립한 데 이어, 올해 2월에는 한국 법인도 설립했다. 한국 법인은 이강욱 크래프톤 CAIO가 이끌고 있다. 크래프톤은 CAIO 조직을 중심으로 피지컬 AI 기술 전략을 전개하고 있다. 루도 로보틱스를 통한 로보틱스 연구와 한화그룹과 추진하는 JV 기반의 실증 및 사업화를 양 축으로 삼아 관련 시너지를 확대해 나갈 방침이다．"
"노동행정도 AI로…노동부, 산재 예측 모델 첫 공개",https://n.news.naver.com/mnews/article/421/0008823975?sid=101,"노동부 AX 세미나 개최…산재 위험 사업장 선별 정확도 52% 향상



ⓒ 뉴스1 김기남 기자(세종=뉴스1) 나혜윤 기자 = 고용노동부가 인공지능(AI)을 활용해 산업재해 예방과 노동행정 효율화에 나선다. 노동부는 13일 '우리 노동부 인공지능 전환(AX) 세미나'를 열고 산재 위험 사업장을 예측하는 인공지능(AI) 모델과 공무원이 직접 개발한 행정 혁신 사례를 공개했다.노동부에 따르면 노동행정인공지능혁신과가 인공지능(AI) 코딩 에이전트인 클로드 코드와 코덱스를 활용해 직접 만든 산재 예측 인공지능(AI) 초기 모델은 300만 개 사업장의 산재와 감독 이력 등 데이터를 학습했으며 사고 확률이 높은 상위 0.6%(1.9만개)의 위험 사업장을 정밀하게 선별한다.이를 통해 노동부는 선별된 사업장에 한정된 산재 예방 인력과 예산을 집중하면 산재를 효과적으로 감축할 수 있을 것으로 기대 중이다. 산재 예측 AI 초기 모델은 행정의 책임성과 투명성을 확보하기 위해 특정 사업장을 선정한 이유를 논리적으로 제시할 수 있도록 '설명가능한 인공지능(Explainable AI)'으로 만들어졌다.산재 예측 인공지능(AI) 초기 모델의 성능 평가 결과, 인간이 산재 이력 등을 바탕으로 점수를 부여해 중점 관리 대상 사업장을 정하는 방식에 비해 예측 성능을 52% 향상시킬 수 있는 것으로 나타났다.2024년 12월 기준으로 활용 가능한 데이터만으로 300만 개 사업장 중 1만 9000개를 선정할 때, 인간이 고른 사업장에서는 2025년에 193만 일의 근로손실일수가 발생한 반면 인공지능(AI)이 선별한 사업장에서는 101만 일 많은 294만 일이 발생한 것이다.현장 공무원이 실무 효율을 높이기 위해 직접 개발한 도구들도 공개됐다. 강민 부산청 노동감독관이 개발한 '사운드라이터(SoundWriter)'는 수사 과정에서 확보한 방대한 통화 녹음 파일을 인공지능(AI)이 즉시 텍스트로 변환해주는 도구다. 이를 통해 감독관은 사건 실체를 빠르게 파악하여 노동자의 권익을 신속히 구제할 수 있다.한이송 서울서부고용센터 주무관은 구직자의 이력과 직무 역량을 바탕으로 체계적인 서류 작성을 지원하는 '인공지능(AI) 자기소개서 생성기'를 개발해 현장 업무에 적용하고 있다. 구직자가 수십 개 기업에 설득력 있는 맞춤형 자기소개서를 제출하도록 도와야 하는 직업상담 공무원 동료들의 호평을 받았다.노동부는 산재 예측 인공지능(AI) 초기 모델의 실무 적용 가능성을 정밀하게 검토하고 예측 성능을 고도화하는 한편, 임금체불 위험 사업장을 선제적으로 관리하기 위한 '임금체불 예측 인공지능' 개발에도 본격 착수한다. 또 현장의 우수한 개발 사례가 전국으로 확산될 수 있도록 공무원에게 인공지능 코딩 에이전트 지원과 교육을 확대할 방침이다. 김영훈 노동부 장관은 일상 언어로 영세사업장을 위한 일터 안전 점검 웹사이트를 제작하는 '바이브 코딩'을 시연하며 공무원 누구나 국민에게 유용한 소프트웨어를 만드는 미래 행정 모델을 제시했다.김영훈 장관은 ""모든 직원이 능수능란하게 AI를 활용하여 임금체불 사건을 최대한 빨리 해결하고, 산재 취약 사업장에는 족집게처럼 컨설팅과 예산을 지원할 수 있도록 '우리 노동부'의 인공지능 전환에 박차를 가하겠다""라고 강조했다."
"크래프톤·한화에어로, 피지컬AI 합작사 추진",https://n.news.naver.com/mnews/article/001/0015956526?sid=105,"방산·로보틱스 AI 공동개발…현장 적용 기술 확보한화자산운용 1조5천억 펀드 참여…안두릴급 기업 목표



크래프톤·한화[크래프톤 제공. 재판매 및 DB 금지]    (서울=연합뉴스) 김주환 기자 = 크래프톤이 한화에어로스페이스와 피지컬 인공지능(AI) 분야 전략적 동맹을 구축하고, 방위산업을 포함한 다양한 영역에서 기술 공동 개발과 사업화를 추진한다.    크래프톤과 한화에어로스페이스는 13일 이같은 내용이 담긴 AI 기술 공동 개발과 합작법인(JV) 설립 등을 위한 업무협약(MOU)을 체결했다.    협약에 따라 양사는 ▲ 피지컬 AI 핵심 기술 공동 연구개발 ▲ 실증 및 적용 시나리오 검토 ▲ 기술 및 운영 체계 구축 등의 과제를 단계적으로 추진한다.     아울러 JV 설립을 추진, 공동 개발 성과의 현장 적용과 사업화로 신속히 연결하고, 중장기 협력 체계를 강화해 나갈 방침이다.    크래프톤은 한화자산운용이 조성한 펀드에도 투자자로 참여한다. 해당 펀드는 AI, 로보틱스, 방위산업 분야에 중점 투자하며, 목표 결성 규모는 10억 달러(약 1조5천억원) 규모다.    크래프톤과 한화에어로스페이스는 JV와 펀드를 기반으로 핵심 밸류체인 전반에서 성장 잠재력이 높은 파트너를 발굴하고, 공동 개발 및 사업화로 연계해 나갈 예정이다.    김창한 크래프톤 대표는 ""크래프톤의 AI 기술력과 소프트웨어 운영 역량을 한화의 현장 기반 역량에 결합해 실제 환경에서 작동하는 기술 개발을 가속화하겠다""며, ""향후 한화와 JV를 설립해 공동 개발 성과를 사업화까지 연결하고 JV를 '안두릴과 같은 글로벌 방산 기술 기업'으로 성장시켜 나가겠다""고 말했다.    손재일 한화에어로스페이스 대표는 ""AI 기술이 산업을 넘어 방산 분야에서 활용되는 '피지컬 AI'로 빠르게 성장하고 있다""라며, ""크래프톤과 협력을 통해 '피지컬 AI'와 미래 방산 분야에서 새로운 기술 패러다임 기준을 만들겠다""라고 말했다.    크래프톤은 작년 말 미국에 로봇공학 연구 법인 '루도 로보틱스'를 설립하고, 지난달에는 한국법인을 설립했다.     루도 로보틱스 최고경영자(CEO)는 김창한 대표가, 국내지사 대표는 이강욱 CAIO(최고인공지능책임자)가 맡았다.    크래프톤 관계자는 ""루도 로보틱스를 통한 로봇 AI 연구, 한화그룹과 추진하는 JV 기반의 실증 및 사업화를 양 축으로 삼아 관련 시너지를 확대해 나갈 방침""이라고 전했다.    jujuk@yna.co.kr"
"""SK하이닉스, AI 메모리 수요 급증 최대 수혜…목표가 170만원""-KB",https://n.news.naver.com/mnews/article/015/0005261808?sid=101,"지난달 20일 경기도 용인시 처인구 원삼면 용인반도체클러스터 일반산업단지 공사현장이 분주하다.  /사진=연합뉴스KB증권은 13일 SK하이닉스에 대해 ""인공지능(AI) 메모리 반도체 수요 급증의 최대 수혜 기업""이라며 목표주가를 기존 140만원에서 170만원으로 상향 조정했다. 투자의견 '매수'는 유지했다.이 증권사 김동원 리서치본부장은 ""올 1분기 영업이익은 전년 동기 대비 4.2배 증가한 31조원으로 추정되고 2분기 또한 40조원으로 예상돼 어닝 서프라이즈가 기대된다""며 ""이는 1분기 D램과 낸드 가격 상승률이 전분기 대비 각각 47%와 44%로 지난해 4분기 상승률을 크게 웃돌 것으로 전망하기 때문""이라고 분석했다.이어 ""특히 올해 낸드 영업이익은 기업용 솔리드스테이트드라이브(eSSD) 수요 확대와 함께 엔비디아 '루빈' AI 플랫폼에 신규 채택되는 저장장치 공급 증가에 힘입어 전년 대비 14배 증가할 것으로 추정된다""며 ""이에 따라 올해 영업이익은 177조원으로 전년 대비 약 4배 증가할 전망""이라고 내다봤다.그는 ""최근 글로벌 서버 고객사들은 가격과 무관하게 메모리 물량 확보에 집중하고 있다""며 ""이에 따라 AI 데이터센터 업체들이 전체 D램과 낸드 출하량의 60% 이상을 흡수하고 있는 상황""이라고 짚었다.또 ""더욱이 글로벌 빅테크 기업들은 추론 AI 성능의 급격한 향상과 오는 2030년 범용인공지능(AGI) 시대에 대비한 피지컬 AI 시장 진입을 위해 AI 인프라 투자를 2배 이상 확대하고 있다""며 ""물량과 가격을 동시에 보장하는 3~5년 장기공급계약 체결이 빠르게 증가하고 있어 향후 실적 추정치 상향 가능성도 높다""고 봤다.그러면서 ""결국 SK하이닉스는 올해 고성장 국면에 진입했음에도 현재 주가는 주가수익비율(PER) 4.3배 수준에 머물러 있다""며 ""지금은 SK하이닉스가 대표적인 고성장 가치주로 재평가될 가능성이 높은 시점""이라고 덧붙였다."
"NC AI, 중소·인디 게임 개발사 지원 생태계 구축",https://n.news.naver.com/mnews/article/366/0001148146?sid=105,"엔씨소프트의 인공지능(AI) 자회사 NC AI는 게임 제작부터 시장 검증, 퍼블리싱(유통·배급)까지 이어지는 게임 개발 생태계를 구축한다고 13일 밝혔다.이를 통해 중소 개발사의 제작 효율을 높이고 시장 진입 장벽을 낮추는 데 기여한다는 구상이다. NC AI는 “특히 자본과 인력이 제한된 중소·인디 게임 개발사가 초기 시장 진입 단계에서 겪는 경제적 부담을 완화하기 위해 다양한 제도적 혜택을 마련했다”고 했다.먼저 NC AI가 자체 개발한 AI 모델 바르코를 게임 AI를 활용해 개발된 게임이 앱스토어나 주요 플랫폼에 정식 출시될 때 장려금 형태의 마케팅 비용을 지원한다. 바르코 게임 AI는 3D 애셋 생성, 사운드 및 보이스 생성, 번역 등 게임 개발 전 공정에 필요한 AI 기능을 통합 제공하는 제작 솔루션이다.출시 이후 의미 있는 성과를 거둔 게임에는 NC 모바일 캐주얼 센터를 활용한 심층 마켓 테스트 기회를 제공한다. 이 과정에서 개별 개발사가 자체적으로 수행하기 어려운 수준의 테스트 환경과 분석 역량을 제공해 게임의 완성도를 끌어올리는 데 도움을 준다는 계획이다.우수한 성과를 낸 게임은 엔씨와의 퍼블리싱 협력을 검토할 기회가 생긴다. 별도의 내부 심사를 거쳐 엔씨의 글로벌 퍼블리싱 역량과 마케팅 인프라를 활용할 수 있게 된다. 중소 개발사의 게임이 글로벌 시장에 진출하고 상용 서비스로 이어질 수 있는 사업화 경로를 마련한다는 구상이다.NC AI는 이런 지원 체계를 마련한 배경으로 모바일 게임 산업이 직면한 구조적 문제를 지목했다. 회사 관계자는 “모바일 게임 시장은 독창적인 기획과 아이디어를 보유하고 있더라도 실제 게임으로 구현하고 시장에 알리는 과정에서 자금과 리소스 부족으로 어려움을 겪는 사례가 많다”라고 했다.이연수 NC AI 대표는 “게임 개발 환경이 빠르게 변화하면서 창의적인 아이디어를 가진 개발자들이 시장에 도전할 수 있는 기회를 넓히는 것이 중요해지고 있다”며 “바르코 게임 AI를 기반으로 개발자가 제작 과정의 부담을 줄이고 실험과 도전에 집중할 수 있는 환경을 조성해 지속 가능한 게임 개발 생태계를 만들어 나가겠다”고 말했다.이는 모회사 엔씨소프트의 모바일 캐주얼 사업 확대 전략과도 맞물려 있다. 엔씨는 신성장 동력으로 모바일 캐주얼 분야를 지목하고, 신사업이 내년 전체 매출의 3분의 1을 차지하는 것을 목표로 육성하겠다고 밝혔다. 지난해 8월 설립한 ‘모바일 캐주얼 센터’를 통해 개발·퍼블리싱·데이터·기술 역량을 통합한 모바일 캐주얼 생태계를 구축해왔다."
"코난테크놀로지-네이버클라우드, '피지컬 AI'로 뭉쳤다…국방·제조 혁...",https://n.news.naver.com/mnews/article/092/0002414182?sid=105,"국방·제조 도메인에 최적화된 AI 모델 설계…""국가 전략 산업 AI 주권 확보할 것""코난테크놀로지가 네이버클라우드와 손잡고 국방 및 제조 분야에 최적화된 생성형 인공지능(AI) 생태계 확장에 나선다.양사는 지난 12일 경기도 성남시 네이버클라우드 본사에서 '국방·제조 특화 거대언어모델(LLM) 및 피지컬 AI 협력을 위한 업무협약(MOU)'을 체결했다고 13일 밝혔다. 이 자리에는 코난테크놀로지 김영섬 대표, 양승현 부사장과 네이버클라우드 김유원 대표 등 주요 관계자들이 참석했다.이번 협약은 보안과 전문성이 필수적인 국방·제조 도메인에 최적화된 AI 모델을 설계하고 산업 현장의 지능화를 이끄는 '피지컬 AI' 시대의 실행 방안을 구체화하고자 마련됐다. 특히 코난테크놀로지의 '에이전틱 AI' 기반 혁신 전략과 네이버클라우드의 독보적인 '풀스택 AI' 역량이 만나 국가 전략 산업의 AI 주권을 확보한다는 공통의 지향점을 확인했다는 점에서 주목된다.



(왼쪽부터) 김영섬 코난테크놀로지 대표와 김유원 네이버클라우드 대표가 지난 12일 '국방-제조 특화 LLM 및 피지컬 AI 협력을 위한 업무협약'을 체결했다. (사진=코난테크놀로지)양사는 세 가지 핵심 분야에서 협력을 구체화한다. 먼저 국방·제조 특화 데이터 및 모델 고도화로 산업 생태계 기틀을 마련하고 LLM과 피지컬 AI 기술을 결합한 현장 지능화 솔루션을 통해 실질적인 디지털 전환을 이끌 방침이다. 또 코난테크놀로지의 AI 솔루션들을 네이버클라우드 환경에서 안정적으로 운용할 수 있는 기술적 접점을 확인하고 향후 공동 사업 추진 가능성도 검토하기로 했다.코난테크놀로지는 국내 최다 국방 AI 레퍼런스와 자체 개발 '코난 LLM' 기반의 산업 특화 에이전트 역량을 보유하고 있다. 여기에 국내 산업 환경과 보안 특성을 충족하는 네이버클라우드의 풀스택 AI 역량이 결합됨에 따라 양사의 시너지는 극대화될 전망이다.김영섬 코난테크놀로지 대표는 ""생성형 AI의 산업 현장 확대는 물론, 국산 기술로 국가 전략 산업의 'AI 주권 확보'를 위한 실질적 해법을 찾고자 고심해 왔다""며 ""이러한 지향점이 네이버클라우드와 맞닿아 있어 매우 기쁘게 생각하고, 국산 AI 기술력을 결집해 '피지컬 AI' 기반 산업 지능화의 최적안을 제시하겠다""고 밝혔다.김유원 네이버클라우드 대표는 ""코난테크놀로지와의 긴밀한 공조를 통해 국방과 제조 산업에 특화된 LLM과 피지컬 AI 기술을 결합한 새로운 AI 협력 모델을 만들어갈 것""이라며 ""네이버클라우드의 안정적인 클라우드 인프라와 AI 기술을 기반으로 산업 현장에서 실제 활용 가능한 AI 생태계를 확대해 나가겠다""고 말했다."
"李대통령 ""국민주권 정부니까 가능…AI전환 신속 추진""",https://n.news.naver.com/mnews/article/277/0005733739?sid=100,"이 대통령, 13일 AI 전환 사업 관련 SNS 메시지이재명 대통령은 13일 ""있는 힘을 다 모아 산업 인공지능 전환을 신속하게 추진하겠다""고 말했다.이 대통령은 이날 자신의 엑스(X·옛 트위터)에 정부가 AI 전환(AX) 사업을 통합 공고한다는 내용의 기사를 공유하며 이같이 밝혔다.



연합뉴스과학기술정보통신부, 산업통상자원부, 중소벤처기업부는 오는 19일 4320억원 규모의 AX 사업을 통합 공고할 방침이다. 이 대통령은 ""칸막이가 사라진 국민주권 정부니까 가능한 일""이라고 설명했다.그러면서 ""위대한 대한민국, 힘내자!""라고 썼다.이 대통령은 지난해 9월 말 국무회의에서도 ""부처 칸막이를 없애는 것이 이번 정부의 최대 과제""라고 강조한 바 있다.한편 이 대통령은 같은 날 자신의 엑스에 군 복무 기간 전체를 국민연금 가입 기간으로 인정하는 정책을 소개하며 ""약속은 지킵니다. 국민주권 정부""라고 언급했다.보건복지부는 올해 상반기 국민연금법을 개정해 이같은 방안을 시행할 예정이다. 현재는 군 복무의 최대 12개월까지만 국민연금 가입 기간으로 인정된다."
"삼성SDI, 피지컬AI용 전고체 배터리 첫 공개",https://n.news.naver.com/mnews/article/037/0000037818?sid=101,"[기업 브리핑 Up & Down]



배터리 산업 박람회인 ‘인터배터리 2026’  행사장에 삼성SDI가 개발한 피지컬 AI용 전고체 배터리가 전시돼 있다. 뉴시스삼성SDI의 피지컬 인공지능(AI)용 전고체 배터리가 첫 공개됐다. 삼성SDI는 3월 11∼13일 서울 코엑스에서 열리고 있는 배터리 산업 박람회 ‘인터배터리 2026’에서 피지컬 AI 전용으로 개발 중인 파우치형 전고체 배터리 샘플을 선보였다. 로봇용 배터리는 작은 공간에 긴 시간 탑재되기에 현재 쓰이는 전기차용 배터리에 비해 개발 난도가 높은 것으로 알려졌다. 삼성SDI는 내년 하반기 양산을 목표로 안전성과 에너지 밀도가 모두 높은 피지컬 AI용 배터리를 개발하고 있다.



*유튜브와 포털에서 각각 ‘매거진동아’와 ‘투벤저스’를 검색해 팔로잉하시면 기사 외에도 동영상 등 다채로운 투자 정보를 만나보실 수 있습니다."
